x,y,z,nearest_et_grid_distance_um,T_ET,T_TCAM,P,V,A,k,Cp,rho,Tliq,Tevap,r_xy,r_3d,delta_T,delta_T_pred,delta_T_std,T_corrected
-220.215,146.053,-48.869,0.8967692010768162,882.9877789051422,1124.382199788207,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,264.2463340029526,268.7271928834148,241.39442088306464,237.47238834352805,180.04170898602428,1120.4601672486704
-184.126,199.75900000000001,-52.247699999999995,0.36784818879529296,470.5770231933016,703.420758651169,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,271.67267429206055,276.65115960770885,232.84373545786735,235.90673161359888,188.13333185116537,706.4837548069005
-74.66369999999999,161.881,-182.924,1.143868300985716,309.179047647057,419.3225816548348,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,178.26981308872794,255.42379692325068,110.14353400777776,117.16578378221777,231.71204368353295,426.3448314292748
-51.1072,184.947,-204.904,1.584650384154167,300.44786208983436,344.9681511662454,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,191.87844772365656,280.71869890842686,44.52028907641102,47.25768054652747,329.59462681118026,347.7055426363618
-286.84099999999995,49.2344,-88.62950000000001,1.2998825370008977,1425.331019485775,1575.4929916327749,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,291.03571159629183,304.23177627363316,150.16197214699991,118.87595613276557,220.67338167390898,1544.2069756185406
-307.557,5.22107e-15,-83.6572,0.560143588734177,1596.6493230602532,1658.7071573184232,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,307.557,318.731603956746,62.05783425817003,104.22522538351973,448.1194187095422,1700.874548443773
-258.233,5.22107e-15,-78.6447,0.6855122828950373,1781.6259296618673,1918.7702322323084,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,258.233,269.94308868183674,137.14430257044114,133.09800786029848,239.0363341882066,1914.7239375221657
-339.103,199.65200000000002,-147.364,1.1533468688993804,422.0731924289544,588.4725797542757,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,393.51209093622526,420.19985032005906,166.39938732532124,168.11808274017005,177.91095269438384,590.1912751691245
-222.483,101.303,-46.9558,1.2777525738576934,1443.4713819401363,1602.0745429913197,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,244.46059620724154,248.9293679975105,158.6031610511834,151.60285703090312,178.69686082331913,1595.0742389710394
-177.454,101.061,-192.306,1.128482609524829,379.81131316963524,614.0363499173994,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,204.21373077489184,280.50819145436736,234.2250367477642,238.6329023034208,199.7976518595362,618.444215473056
-242.002,194.941,-51.8312,0.9560221963950489,545.4743898435436,785.1550666171229,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,310.75225097334373,315.04513133587704,239.6806767735793,237.35003830061004,179.27503076621483,782.8244281441537
-149.25900000000001,93.21849999999999,-109.14399999999999,1.3757031838300204,784.9453205093303,1263.205853266036,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,175.97709459827436,207.0757121423225,478.26053275670574,484.45466546115415,177.29232686720692,1269.3999859704845
-170.071,89.7646,-78.3849,0.4567298654565722,1233.0256491273672,1584.388488165617,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,192.30660013156074,207.66805484274659,351.36283903824983,332.6465998230897,175.78746309511985,1565.6722489504568
-32.5197,163.79999999999998,-178.666,0.8681267706965181,303.1998626257316,383.08914231503326,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,166.99691879819218,244.55982998867577,79.88927968930165,75.51211288074512,257.428489954043,378.71197550647673
-21.7161,167.146,-199.602,0.9840321183782783,300.0698964388938,347.57412234687314,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,168.55080633212643,261.2476463419527,47.50422590797933,44.62034370319782,219.14969668298227,344.6902401420916
-226.18599999999998,149.99800000000002,-193.272,0.7513880488802347,363.4460005628921,518.9662211588608,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,271.4028492849697,333.1869934196111,155.52022059596868,153.00500469367694,248.9474934377647,516.451005256569
-100.363,185.489,-154.243,0.6722640850141997,319.56003288229783,458.1747844593245,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,210.90021548116064,261.2849095125855,138.61475157702665,137.51089719467376,197.82466665232144,457.0709300769716
-87.9384,199.637,-190.067,0.37423596834082723,303.5027061730015,370.2284728281009,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,218.14695497200964,289.33295431485163,66.72576665509939,72.17632899802982,196.85674829859616,375.67903517103133
-116.431,132.232,-74.6327,0.7999339285215756,701.8298420144954,1033.090275914335,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,176.18592334519803,191.3413690091351,331.26043389983965,318.78144264487906,183.03846579713732,1020.6112846593744
-95.11529999999999,158.39399999999998,-80.8845,1.311590766969619,466.76653862099727,736.575873022372,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,184.75816498896603,201.6875848195421,269.8093344013747,259.06386621980425,209.36675319589781,725.8304048408015
-121.64500000000001,143.094,-51.8313,0.9875832572497437,752.3322377426249,1023.5594264119449,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,187.81213715039826,194.83296056029636,271.22718866931996,255.97064715178243,184.31105336633036,1008.3028848944073
-231.675,53.8966,-81.58319999999999,0.5385525044041891,1554.8421257675677,1799.7406854370488,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,237.86161757744776,251.4636507306772,244.89855966948107,230.43091942190858,178.69782301117866,1785.2730451894763
-218.95700000000002,55.303799999999995,-105.926,1.1857569059465993,1182.2679707316352,1564.4049319304372,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,225.83329724254574,249.44136709744038,382.13696119880206,384.44576146362624,179.73905913654164,1566.7137321952614
-243.017,29.6969,-100.92999999999999,1.3867438876735465,1383.1131900657251,1677.7356362747844,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,244.82477031258497,264.8132040865976,294.62244620905926,295.24204867314864,176.90930849929708,1678.3552387388738
-236.989,24.2052,-69.3098,1.2233577072958075,1947.4639138513878,2105.11381512671,250.0,0.5,0.5902430852646028,36.27217,264.1654169316529,18038.93493,3454.846466711204,5798.06517,238.22190879102618,248.0998311246503,157.64990127532224,129.0871546125489,176.86865822538704,2076.5510684639366
