Gradient_Magnitude,Normals_0,Normals_1,Normals_2,Points_0,Points_1,Points_2,R (m/s),temperature
6.75398e+07,-0.165894,0.856215,-0.489139,-9.58668e-05,3.46206e-05,-1.55854e-05,0.0829468,3454.85
8.02973e+07,-0.165893,0.759405,-0.626438,-6.79427e-05,2.04443e-05,-4.20384e-05,0.0829466,3454.85
4.66031e+07,-0.165891,0.900044,-0.398286,-0.000136769,3.02547e-05,-1.09187e-05,0.0829455,3454.85
6.49097e+07,-0.16589,0.725186,-0.667556,-8.26092e-05,2.12241e-05,-3.74559e-05,0.0829451,3454.85
6.55471e+07,-0.165889,0.851642,-0.496364,-9.50088e-05,3.31327e-05,-1.91132e-05,0.0829444,3454.85
5.085e+07,-0.165888,0.815354,-0.553813,-0.000121616,2.75482e-05,-2.07339e-05,0.082944,3454.85
3.99626e+07,-0.165886,0.651143,-0.740568,-0.000144363,2.2948e-05,-2.06367e-05,0.0829431,3454.85
5.85906e+07,-0.165886,0.971029,-0.169661,-0.000116114,3.59039e-05,-2.78981e-06,0.0829428,3454.85
2.69519e+07,-0.165883,0.382893,-0.905285,-0.000195276,9.06374e-06,-1.67197e-05,0.0829417,3454.85
3.85953e+07,-0.165882,0.740262,-0.648957,-0.000149658,2.16605e-05,-2.0443e-05,0.082941,3454.85
1.12909e+08,-0.165882,0.653648,-0.737136,-5.32919e-05,1.4594e-05,-5.17589e-05,0.0829408,3454.85
5.77532e+07,-0.16588,0.728731,-0.664355,-9.42012e-05,1.85817e-05,-3.7861e-05,0.0829401,3454.85
6.21324e+07,-0.165879,0.703711,-0.689988,-8.54394e-05,1.94094e-05,-3.85208e-05,0.0829397,3454.85
4.90505e+07,-0.165879,0.932157,-0.309964,-0.000135336,3.17477e-05,-7.68582e-06,0.0829396,3454.85
5.06254e+07,-0.165879,0.872386,-0.457102,-0.00012632,3.11492e-05,-1.29133e-05,0.0829393,3454.85
3.20807e+07,-0.165878,0.24206,-0.955716,-0.000152059,1.26173e-06,-3.00771e-05,0.0829391,3454.85
8.95251e+07,-0.165878,0.772515,-0.612586,-6.38e-05,1.96736e-05,-4.39254e-05,0.0829391,3454.85
3.39471e+07,-0.165878,0.961913,-0.217272,-0.000180886,2.42727e-05,0,0.0829389,3454.85
3.90484e+07,-0.165878,0.647745,-0.743529,-0.00014734,1.96743e-05,-2.2857e-05,0.0829388,3454.85
4.06453e+07,-0.165876,0.704492,-0.687662,-0.000137849,2.2918e-05,-2.22029e-05,0.0829382,3454.85
3.98055e+07,-0.165875,0.650284,-0.741341,-0.000144201,2.15168e-05,-2.19488e-05,0.0829374,3454.85
3.91392e+07,-0.165872,0.64682,-0.744334,-0.000146861,1.98396e-05,-2.28141e-05,0.0829361,3454.85
4.95947e+07,-0.165868,0.919188,-0.354476,-0.000133312,3.18974e-05,-8.83308e-06,0.0829338,3454.85
5.18663e+07,-0.165867,0.843229,-0.510358,-0.000123074,2.9665e-05,-1.71445e-05,0.0829335,3454.85
3.68888e+07,-0.165865,0.631879,-0.757087,-0.000142943,1.57113e-05,-2.71261e-05,0.0829325,3454.85
3.86513e+07,-0.165861,0.609859,-0.774464,-0.000146801,1.69222e-05,-2.53041e-05,0.0829306,3454.85
