case_id,source_excel_row,alloy,composition,power_w,velocity_m_s,beam_diameter_m,absorptivity,liquidus_temperature_k,thermal_conductivity_w_mk,density_kg_m3,specific_heat_j_kgk,melt_length,melt_width,melt_depth,melt_length_um,melt_width_um,melt_depth_um,peak_temperature,min_temperature,temperature_field,case_directory,temperature_csv,vti_file,heatmap_file,metadata_csv
0_350W_0.5ms,25,0,Hf2Mo2Ta48W48 (at%),350.0,0.5,8e-05,0.5902430852646028,3454.846466711204,36.27217,18038.93493,264.1654169316529,0.00033,0.00017999999999999998,6.400000000000001e-05,330.0,179.99999999999997,64.00000000000001,16583.175832040535,298.54671146411897,"TemperatureField(liquidus_temperature_k=3454.846466711204, melt_width_m=0.00017999999999999998, melt_depth_m=6.400000000000001e-05)",beamer/figures/data/BU_ET/0_350W_0.5ms,,beamer/figures/data/BU_ET/0_350W_0.5ms/ET_temperature.vti,beamer/figures/data/BU_ET/0_350W_0.5ms/ET_heatmap.png,beamer/figures/data/BU_ET/0_350W_0.5ms/metadata.csv
