Gradient_Magnitude,Normals_0,Normals_1,Normals_2,Points_0,Points_1,Points_2,R (m/s),temperature
7.17581e+07,-0.321955,0.54058,-0.771463,-6.25089e-05,1.95527e-05,-9.63214e-06,0.160978,3454.85
7.56727e+07,-0.302409,0.560061,-0.767204,-5.98407e-05,2.11499e-05,-9.63214e-06,0.151205,3454.85
7.12424e+07,-0.346274,0.56262,-0.747646,-6.2774e-05,1.95527e-05,-9.51891e-06,0.173137,3454.85
6.54993e+07,-0.381739,0.584846,-0.707896,-6.57074e-05,1.95527e-05,-7.8079e-06,0.190869,3454.85
9.76095e+07,-0.0558939,0.0685109,-0.995754,-4.22405e-05,2.79324e-06,-1.76007e-05,0.027947,3454.85
9.54191e+07,-0.0658459,0.0450417,-0.996693,-4.51738e-05,0,-1.74921e-05,0.0329229,3454.85
9.57471e+07,-0.0712252,0.0700211,-0.994672,-4.51738e-05,2.79324e-06,-1.73682e-05,0.0356126,3454.85
9.6111e+07,-0.0749283,0.105988,-0.991365,-4.51738e-05,5.58647e-06,-1.72309e-05,0.0374642,3454.85
9.38912e+07,-0.0848803,0.0825187,-0.992304,-4.81072e-05,2.79324e-06,-1.71223e-05,0.0424401,3454.85
9.89849e+07,-0.0701683,0.152137,-0.984031,-4.22405e-05,8.37971e-06,-1.70677e-05,0.0350841,3454.85
9.71329e+07,-0.0838234,0.164635,-0.981663,-4.51738e-05,8.37971e-06,-1.68219e-05,0.0419117,3454.85
9.83962e+07,-0.0886316,0.215538,-0.972404,-4.51738e-05,1.11729e-05,-1.63619e-05,0.0443158,3454.85
9.53424e+07,-0.0933916,0.169389,-0.979737,-4.81072e-05,8.37971e-06,-1.6525e-05,0.0466958,3454.85
9.88043e+07,-0.0866364,0.231204,-0.968779,-4.51738e-05,1.1929e-05,-1.61418e-05,0.0433182,3454.85
9.70438e+07,-0.0962047,0.235959,-0.966853,-4.81072e-05,1.1929e-05,-1.5845e-05,0.0481023,3454.85
9.99923e+07,-0.078714,0.246219,-0.96587,-4.51738e-05,1.3792e-05,-1.5625e-05,0.039357,3454.85
1.01312e+08,-0.0711409,0.225798,-0.97142,-4.22405e-05,1.3036e-05,-1.61418e-05,0.0355705,3454.85
1.00347e+08,-0.0849184,0.261558,-0.961347,-4.51738e-05,1.47222e-05,-1.54111e-05,0.0424592,3454.85
1.0291e+08,-0.0694229,0.256153,-0.963988,-4.22405e-05,1.58292e-05,-1.54111e-05,0.0347115,3454.85
9.8124e+07,-0.102325,0.281779,-0.953446,-4.81072e-05,1.47222e-05,-1.51215e-05,0.0511624,3454.85
1.011e+08,-0.0930338,0.291712,-0.951564,-4.51738e-05,1.67594e-05,-1.49076e-05,0.0465169,3454.85
1.04336e+08,-0.0950144,0.359121,-0.92339,-4.22405e-05,1.95527e-05,-1.42344e-05,0.0475072,3454.85
1.02203e+08,-0.112421,0.379341,-0.915489,-4.51738e-05,1.95527e-05,-1.39449e-05,0.0562104,3454.85
