x,y,z,T_TCAM
-3.96E-05,4.69E-05,-6.99E-05,2484.256249
-0.000231641,2.16E-05,-2.88E-05,2484.093731
-0.000198179,2.31E-05,-5.67E-05,2483.513391
-9.70E-06,7.31E-21,-0.000109882,2482.910237
-8.86E-05,2.86E-05,-9.24E-05,2481.108722
-0.000220105,4.23E-05,-1.92E-05,2481.035939
-1.39E-05,1.45E-06,-0.000114344,2478.480666
-0.000221407,3.39E-05,-2.88E-05,2478.196844
-9.99E-05,3.26E-05,-8.65E-05,2478.136669
-5.08E-06,3.01E-05,-7.17E-05,2477.781095
-1.63E-05,5.81E-06,-0.000114856,2477.106198
-6.81E-05,7.85E-06,-0.000108252,2476.993376
-1.08E-05,1.90E-06,-0.000111201,2476.958473
-2.94E-05,1.03E-05,-0.000116047,2476.633807
-0.000153967,6.45E-05,-2.89E-05,2476.222558
-0.000244143,1.77E-05,-9.59E-06,2475.582932
-0.000222708,2.55E-05,-3.83E-05,2475.357749
-0.000234005,7.31E-21,-3.81E-05,2475.266499
-0.000200943,3.58E-05,-4.59E-05,2475.187348
-1.14E-05,6.56E-05,0,2475.0442
-1.14E-05,6.56E-05,0,2475.0442
-1.14E-05,6.56E-05,0,2475.0442
-1.14E-05,6.56E-05,0,2475.0442
-1.14E-05,6.56E-05,0,2475.0442
-1.14E-05,6.56E-05,0,2475.0442
-1.14E-05,6.56E-05,0,2475.0442
-1.14E-05,6.56E-05,0,2475.0442
-1.14E-05,6.56E-05,0,2475.0442
-1.14E-05,6.56E-05,0,2475.0442
-1.14E-05,6.56E-05,0,2475.0442
-1.14E-05,6.56E-05,0,2475.0442
-1.07E-05,3.53E-05,-6.99E-05,2474.720494
-0.000131442,5.18E-05,-5.74E-05,2474.720025
-5.57E-05,6.62E-05,-3.46E-05,2474.56639
-3.88E-05,6.65E-05,-2.55E-05,2473.707627
-0.000117254,6.52E-05,-3.97E-05,2471.940995
-0.000197242,5.21E-05,-2.56E-05,2470.567267
-1.88E-05,3.60E-05,-7.85E-05,2470.395041
-1.96E-05,1.44E-05,-0.000111421,2469.261614
-6.67E-05,2.64E-05,-9.98E-05,2467.807666
-0.000239272,2.61E-05,-9.59E-06,2467.616135
-8.21E-05,7.31E-21,-0.000104795,2467.071313
-3.62E-06,3.49E-05,-6.03E-05,2466.816862
2.45E-05,4.73E-05,-5.92E-06,2466.361532
-5.56E-05,3.88E-05,-8.80E-05,2465.626021
-1.20E-05,7.31E-21,-0.000112843,2465.396863
-1.60E-05,7.31E-21,-0.000116,2465.104328
-0.000210444,2.43E-05,-4.75E-05,2463.673546
-2.36E-05,7.32E-06,-0.000117036,2463.568923
3.78E-05,1.39E-05,-1.46E-05,2463.232073
-8.04E-05,7.05E-05,-2.70E-05,2463.0594
-0.000199186,5.78E-06,-6.17E-05,2462.94099
-9.45E-05,5.95E-05,-5.58E-05,2461.971681
-0.000229038,3.83E-05,-9.59E-06,2461.719248
-2.63E-05,1.08E-05,-0.000115845,2461.618381
-4.84E-05,7.20E-05,-1.26E-05,2461.568418
-2.11E-05,1.93E-05,-0.00010752,2461.097593
-1.24E-05,2.91E-05,-8.47E-05,2460.433451
-0.000209586,3.64E-05,-3.96E-05,2460.345378
-3.31E-05,9.94E-06,-0.000116322,2459.185469
-0.000247712,1.77E-05,0,2458.336151
-0.000247712,1.77E-05,0,2458.336151
-0.000247712,1.77E-05,0,2458.336151
-0.000247712,1.77E-05,0,2458.336151
-0.000247712,1.77E-05,0,2458.336151
-0.000247712,1.77E-05,0,2458.336151
-0.00020677,1.16E-05,-5.68E-05,2457.93056
5.27E-07,2.31E-05,-7.35E-05,2457.84741
-0.000142308,2.33E-05,-8.00E-05,2457.378986
-0.000172706,6.55E-05,-1.26E-05,2457.225919
-8.04E-05,6.24E-05,-4.88E-05,2456.959804
-4.08E-05,7.09E-06,-0.000116307,2456.207268
-0.000245944,8.85E-06,-1.89E-05,2455.839163
-2.40E-05,2.73E-05,-9.90E-05,2454.813274
-1.24E-05,1.53E-05,-0.000104955,2454.501274
-0.000179993,6.42E-05,-6.32E-06,2454.475382
-3.73E-05,9.81E-06,-0.000115966,2454.068467
1.25E-05,1.78E-05,-5.57E-05,2453.890195
-2.78E-05,5.64E-06,-0.000118086,2453.841144
-2.11E-05,6.85E-05,0,2452.686679
-2.11E-05,6.85E-05,0,2452.686679
-2.11E-05,6.85E-05,0,2452.686679
-2.25E-05,7.31E-21,-0.000118435,2452.530214
-0.000163006,1.97E-05,-7.57E-05,2450.504459
-0.000242841,2.61E-05,0,2450.369354
-0.000242841,2.61E-05,0,2450.369354
-0.00015257,2.27E-05,-7.77E-05,2450.185287
-2.12E-05,1.12E-05,-0.000114614,2450.037872
-4.38E-05,4.49E-06,-0.000116305,2449.632175
-0.00018728,6.29E-05,0,2449.518873
-0.00018728,6.29E-05,0,2449.518873
1.84E-06,1.64E-05,-8.00E-05,2447.692325
-5.08E-05,7.31E-21,-0.000114985,2447.626294
-0.000211906,4.54E-05,-2.72E-05,2447.495788
-1.68E-05,1.67E-06,-0.000116485,2447.440759
-1.58E-05,3.67E-06,-0.000115575,2446.525422
-5.10E-05,3.70E-05,-9.14E-05,2445.871064
-0.000201451,5.73E-05,0,2445.768846
-0.000201451,5.73E-05,0,2445.768846
-2.99E-06,1.35E-05,-9.27E-05,2445.02904
-0.000185965,6.18E-05,-1.43E-05,2444.724027
-0.000167138,7.31E-21,-7.77E-05,2444.228867
-3.64E-05,7.31E-21,-0.000118187,2444.027576
-0.000110533,5.57E-05,-6.05E-05,2443.34824
-0.000110898,7.86E-06,-9.54E-05,2442.95244
-0.000164097,6.86E-05,-6.32E-06,2442.675046
-5.27E-05,5.34E-05,-6.30E-05,2442.408134
-0.000237971,3.44E-05,0,2442.402557
-0.000237971,3.44E-05,0,2442.402557
-0.000237971,3.44E-05,0,2442.402557
-0.000237971,3.44E-05,0,2442.402557
-0.000237971,3.44E-05,0,2442.402557
-0.000237971,3.44E-05,0,2442.402557
-6.52E-05,4.70E-05,-7.72E-05,2442.00787
-0.000217087,5.06E-05,0,2441.998813
-0.000217087,5.06E-05,0,2441.998813
-2.34E-05,2.52E-05,-0.000101974,2441.808689
-3.44E-06,7.10E-06,-9.84E-05,2440.971408
-0.000207915,5.38E-05,-9.59E-06,2440.736086
-2.40E-05,3.17E-05,-9.25E-05,2440.510861
-0.000171383,6.73E-05,0,2439.924509
-0.000171383,6.73E-05,0,2439.924509
-0.000193251,6.05E-05,-7.99E-06,2439.767519
-8.73E-05,6.60E-05,-4.21E-05,2439.693232
-0.000249513,8.85E-06,-9.33E-06,2438.592382
8.51E-06,4.96E-05,-1.74E-05,2438.540099
-1.47E-05,6.15E-05,-2.01E-05,2438.130554
-1.23E-05,1.93E-05,-0.000100552,2437.96836
-3.02E-05,3.15E-05,-9.61E-05,2436.886662
-1.78E-05,5.10E-06,-0.000116317,2436.773801
-3.55E-05,2.02E-05,-0.000110296,2436.465779
-2.98E-05,7.31E-21,-0.000118958,2436.243022
-2.63E-05,2.49E-05,-0.000103815,2435.765651
-0.000199716,5.69E-05,-1.76E-05,2434.734759
-3.36E-05,3.52E-05,-9.15E-05,2434.604234
-6.52E-05,6.08E-05,-5.22E-05,2434.386787
-0.000242374,8.85E-06,-2.85E-05,2434.153876
-2.17E-05,1.88E-06,-0.000118337,2433.938196
-8.32E-05,9.25E-06,-0.000104403,2433.276795
1.06E-05,7.31E-21,-6.98E-05,2433.246616
7.53E-07,4.08E-06,-9.12E-05,2432.969746
-0.000187262,4.52E-05,-4.87E-05,2432.602913
-3.95E-05,7.31E-21,-0.000117818,2431.69495
-2.97E-05,1.62E-05,-0.000113183,2431.635583
-0.000174079,5.46E-05,-4.30E-05,2431.445563
-6.85E-05,3.89E-05,-8.87E-05,2430.820659
-3.08E-05,7.14E-05,0,2430.329158
-3.08E-05,7.14E-05,0,2430.329158
-3.08E-05,7.14E-05,0,2430.329158
-3.08E-05,7.14E-05,0,2430.329158
-3.08E-05,7.14E-05,0,2430.329158
-3.08E-05,7.14E-05,0,2430.329158
-3.08E-05,7.14E-05,0,2430.329158
-3.08E-05,7.14E-05,0,2430.329158
-2.39E-05,2.12E-05,-0.000107415,2430.265183
-2.71E-05,1.67E-06,-0.000118997,2430.238476
-5.16E-05,1.90E-05,-0.000109441,2428.945815
-0.000110732,2.60E-05,-9.00E-05,2428.616281
-4.07E-05,3.61E-05,-9.23E-05,2428.413116
-5.98E-06,9.80E-06,-0.000101524,2428.303246
-3.33E-05,3.73E-06,-0.000118545,2427.642501
-2.96E-05,4.22E-06,-0.000118711,2425.479507
-0.000149556,3.57E-05,-7.15E-05,2424.996537
-1.67E-05,4.18E-05,-6.59E-05,2424.49918
-0.000178678,6.31E-05,-2.06E-05,2424.369526
-0.00020403,3.01E-05,-5.21E-05,2423.527933
-7.63E-05,4.60E-05,-7.95E-05,2422.617821
-9.42E-05,6.96E-05,-3.54E-05,2422.426659
-4.54E-05,2.35E-05,-0.000107287,2421.813545
-5.38E-05,5.91E-06,-0.000114207,2421.615456
2.01E-05,6.94E-06,-4.83E-05,2421.130825
-2.99E-05,4.92E-05,-6.25E-05,2420.118392
-5.75E-05,1.84E-05,-0.000108688,2420.042029
-0.000216294,3.13E-05,-4.29E-05,2419.450112
-2.37E-05,1.06E-05,-0.000115978,2419.086403
-0.000251314,2.49E-20,-1.87E-05,2418.848613
-6.17E-06,7.09E-06,-0.00010366,2418.450263
-0.000151842,6.08E-05,-4.33E-05,2418.237448
-0.000200356,1.73E-05,-6.14E-05,2417.784948
-2.34E-05,1.91E-05,-0.000109601,2417.446668
-4.47E-05,2.91E-05,-0.000102054,2417.314475
-3.89E-05,2.90E-05,-0.000101948,2417.189375
-0.000127891,4.15E-05,-7.44E-05,2417.067389
-2.58E-05,1.90E-05,-0.000110427,2416.614675
-3.19E-05,6.72E-05,-2.12E-05,2415.597583
-4.66E-05,1.74E-05,-0.000111681,2414.214873
-0.000203706,4.86E-05,-3.51E-05,2413.955637
-0.000117418,1.39E-05,-9.34E-05,2413.350897
-0.000223552,4.70E-05,-9.59E-06,2412.926008
-0.000136826,7.31E-21,-8.95E-05,2412.000637
-0.000214379,5.02E-05,-1.92E-05,2411.66328
-0.000145879,2.98E-05,-7.85E-05,2410.004644
-0.000215361,7.31E-21,-5.70E-05,2409.881231
-0.000106046,6.55E-05,-4.57E-05,2408.056056
-0.000121007,6.02E-06,-9.37E-05,2407.958121
-1.50E-05,1.37E-05,-0.000109815,2407.657693
-2.01E-05,6.79E-06,-0.000116959,2407.040325
-0.000146674,7.31E-21,-8.66E-05,2406.840267
-5.30E-05,4.78E-05,-7.65E-05,2406.126255
-4.79E-05,3.24E-06,-0.000116315,2405.554232
-4.13E-05,6.24E-05,-4.06E-05,2405.460996
-0.000111574,4.56E-05,-7.53E-05,2405.428449
5.24E-07,7.31E-21,-9.30E-05,2404.376703
-0.000100863,7.73E-05,0,2403.122921
-0.000100863,7.73E-05,0,2403.122921
-0.000100863,7.73E-05,0,2403.122921
-0.000100863,7.73E-05,0,2403.122921
-0.000100863,7.73E-05,0,2403.122921
-0.000153671,5.27E-05,-5.65E-05,2402.474367
-3.88E-06,7.31E-21,-0.000101856,2402.037355
-0.000156522,7.31E-21,-8.37E-05,2401.679897
-1.15E-05,5.23E-06,-0.00011193,2401.133975
-1.74E-05,7.31E-21,-0.000117285,2400.356479
-8.99E-05,1.61E-05,-0.000101778,2400.223565
-6.68E-05,7.65E-05,0,2399.977778
-6.68E-05,7.65E-05,0,2399.977778
-6.68E-05,7.65E-05,0,2399.977778
-0.000136437,7.54E-05,0,2398.819343
-0.000136437,7.54E-05,0,2398.819343
-0.000136437,7.54E-05,0,2398.819343
-0.000136437,7.54E-05,0,2398.819343
-0.000136437,7.54E-05,0,2398.819343
-1.25E-05,1.20E-06,-0.000113906,2398.791706
-1.17E-05,2.21E-05,-9.72E-05,2398.229276
-0.000247744,1.61E-20,-2.83E-05,2397.163326
-0.000171599,3.04E-05,-6.96E-05,2395.5279
-0.000161163,3.34E-05,-7.16E-05,2395.208728
-2.00E-05,2.86E-06,-0.000118132,2394.066244
-0.000232484,4.31E-05,0,2393.609317
-0.000232484,4.31E-05,0,2393.609317
