delta_T_pred,delta_T_std,Gradient_Magnitude,Normals_0,Normals_1,Normals_2,Points_0,Points_1,Points_2,R (m/s),T_ET,T_pred,T_pred_lower_95,T_pred_unconstrained,T_pred_upper_95,T_warped_ET
317.653,211.897,21.2011,-0.576986,0.454291,-0.676431,-139.106,16.1768,-21.0892,0.288493,4021.94,3454.85,3039.53,3454.85,3870.16,3137.19
343.254,211.857,21.9176,-0.576984,0.521986,-0.621616,-137.5,20.0082,-19.4029,0.288492,4043.3,3454.85,3039.61,3454.85,3870.09,3111.59
408.886,206.435,24.6392,-0.576982,0.64717,-0.495388,-133.905,27.6099,-15.7513,0.288491,4080.98,3454.85,3050.23,3454.85,3859.46,3045.96
291.615,199.867,23.4643,-0.57698,0.528521,-0.622442,-128.284,26.0595,-23.4375,0.28849,4023.39,3454.85,3063.11,3454.85,3846.59,3163.23
502.53,209.907,26.9562,-0.576979,0.732214,-0.361691,-135.852,31.1272,-7.52767,0.288489,4096.86,3454.85,3043.43,3454.85,3866.26,2952.32
396.392,206.161,24.3817,-0.576964,0.634724,-0.510748,-133.5,27.257,-16.6183,0.288482,4073.07,3454.85,3050.77,3454.85,3858.92,3058.45
-475.469,205.905,25.9323,-0.576959,0.46234,-0.671175,-93.6779,15.5494,-53.3573,0.28848,3053.87,3454.85,3051.27,3454.85,3858.42,3930.32
494.713,209.326,26.7559,-0.576952,0.727149,-0.371396,-135.601,30.909,-8.30078,0.288476,4097.07,3454.85,3044.57,3454.85,3865.12,2960.13
424.063,216.648,22.2843,-0.576951,0.603154,-0.544934,-140.635,22.4419,-14.352,0.288475,4054.66,3454.85,3030.22,3454.85,3879.48,3030.78
409.57,213.906,22.9789,-0.576946,0.618601,-0.532062,-138.014,24.3418,-15.1367,0.288473,4071.12,3454.85,3035.59,3454.85,3874.1,3045.28
247.802,199.692,22.8705,-0.576946,0.466162,-0.668851,-127.5,24.4538,-25.4093,0.288473,3999.72,3454.85,3063.45,3454.85,3846.24,3207.04
-511.691,217.094,27.9893,-0.57694,0.542741,-0.608308,-87.5,17.772,-56.9718,0.28847,2812.45,3454.85,3029.34,3454.85,3880.35,3966.54
451.42,220.221,21.5231,-0.576938,0.591413,-0.548801,-144.09,20.3839,-12.6546,0.288469,4033.32,3454.85,3023.21,3454.85,3886.48,3003.43
501.353,209.694,26.9451,-0.576926,0.731781,-0.362704,-135.777,31.1272,-7.67008,0.288463,4097.81,3454.85,3043.85,3454.85,3865.85,2953.49
-409.025,200.791,22.0385,-0.57691,0.302409,-0.758232,-102.601,3.5,-51.8152,0.288455,3197.64,3454.85,3061.3,3454.85,3848.4,3863.87
-481.266,207.381,26.2491,-0.576901,0.477667,-0.661996,-92.9039,16,-53.8007,0.288451,3023.32,3454.85,3048.38,3454.85,3861.31,3936.11
-435.514,200.072,24.745,-0.576901,0.385938,-0.715212,-98,13.0521,-51.1825,0.28845,3195.24,3454.85,3062.7,3454.85,3846.99,3890.36
-400.947,197.536,24.1803,-0.576898,0.332313,-0.743546,-101.5,10.5309,-49.8958,0.288449,3277.53,3454.85,3067.67,3454.85,3842.02,3855.79
427.976,213.161,23.6557,-0.576896,0.646022,-0.495642,-137.5,25.7554,-13.6719,0.288448,4074.79,3454.85,3037.05,3454.85,3872.64,3026.87
284.773,205.601,22.4221,-0.576885,0.485971,-0.654712,-132.061,22.1179,-23.0704,0.288442,4029.63,3454.85,3051.87,3454.85,3857.82,3170.07
455.506,207.929,25.7359,-0.576881,0.6908,-0.427972,-134.804,29.4226,-11.7188,0.288441,4090.22,3454.85,3047.31,3454.85,3862.39,2999.34
-494.112,210.219,26.8045,-0.576881,0.501021,-0.64407,-91.1458,16.6583,-54.6875,0.28844,2960.64,3454.85,3042.82,3454.85,3866.87,3948.96
251.485,202.341,22.379,-0.57688,0.450789,-0.680861,-129.5,22.5589,-25.0642,0.28844,4005.35,3454.85,3058.26,3454.85,3851.44,3203.36
500.175,209.481,26.934,-0.576874,0.731347,-0.363717,-135.703,31.1272,-7.8125,0.288437,4098.76,3454.85,3044.26,3454.85,3865.43,2954.67
317.631,211.891,21.2041,-0.57687,0.454809,-0.676188,-139.079,16.2063,-21.0892,0.288435,4022.04,3454.85,3039.54,3454.85,3870.15,3137.22
438.2,218.58,21.8756,-0.576861,0.596808,-0.547941,-142.505,21.2734,-13.5033,0.28843,4042.85,3454.85,3026.43,3454.85,3883.26,3016.65
421.982,213.396,23.4304,-0.576856,0.638593,-0.506633,-137.626,25.3281,-14.1602,0.288428,4073.12,3454.85,3036.59,3454.85,3873.1,3032.86
416.299,206.532,24.8271,-0.576811,0.654451,-0.484548,-134.006,27.9363,-15.1367,0.288405,4083.37,3454.85,3050.04,3454.85,3859.65,3038.55
457.765,212.112,24.8117,-0.576807,0.680243,-0.443242,-137,27.7754,-11.2305,0.288403,4083.53,3454.85,3039.11,3454.85,3870.59,2997.08
289.475,199.687,23.4476,-0.576801,0.526152,-0.624283,-128.142,26.0595,-23.5611,0.288401,4021.7,3454.85,3063.46,3454.85,3846.23,3165.37
194.082,206.827,21.2174,-0.576766,0.310659,-0.753674,-135.843,5,-29.2502,0.288383,3915.19,3454.85,3049.47,3454.85,3860.23,3260.76
-391.208,195.869,23.6075,-0.576763,0.302534,-0.758501,-103.5,8.04939,-49.5359,0.288382,3316.23,3454.85,3070.94,3454.85,3838.75,3846.05
317.608,211.886,21.2072,-0.576754,0.455328,-0.675945,-139.053,16.2357,-21.0892,0.288377,4022.13,3454.85,3039.55,3454.85,3870.14,3137.24
481.984,220.243,20.9893,-0.576739,0.595045,-0.532043,-145.637,21,-10.2539,0.28837,4025.48,3454.85,3023.17,3454.85,3886.52,2972.86
342.229,212.436,21.6047,-0.576735,0.50558,-0.636,-138.5,18.7587,-19.5276,0.288368,4036.26,3454.85,3038.47,3454.85,3871.22,3112.62
-521.647,231.835,30.428,-0.576718,0.611661,-0.538704,-81.2626,19.068,-61.9724,0.288359,2485.53,3454.85,3000.45,3454.85,3909.24,3976.49
487.553,211.063,26.0691,-0.576717,0.714464,-0.390842,-136.5,29.7954,-8.78906,0.288359,4092.27,3454.85,3041.16,3454.85,3868.53,2967.29
279.025,205.107,22.4266,-0.576711,0.480103,-0.660093,-131.703,22.1179,-23.4375,0.288355,4027.31,3454.85,3052.84,3454.85,3856.86,3175.82
348.129,203.102,23.9083,-0.576677,0.587224,-0.561721,-131,26.7822,-19.7838,0.288339,4049.71,3454.85,3056.77,3454.85,3852.93,3106.72
-412.949,198.668,24.4918,-0.576668,0.355515,-0.731711,-100,11.9066,-50.3379,0.288334,3244.94,3454.85,3065.46,3454.85,3844.23,3867.79
506.31,210.397,27.0327,-0.576659,0.734222,-0.35797,-136,31.1999,-7.10042,0.28833,4094.22,3454.85,3042.47,3454.85,3867.22,2948.54
251.097,202.337,22.3731,-0.576655,0.450293,-0.681351,-129.5,22.5295,-25.0837,0.288327,4005.12,3454.85,3058.27,3454.85,3851.43,3203.75
-470.258,233.562,33.3975,-0.576648,0.11573,-0.808754,-72,0,-83.0118,0.288324,1542.18,3454.85,2997.06,3454.85,3912.63,3925.1
224.516,200.605,22.5667,-0.576645,0.427563,-0.693338,-128,22.5,-26.0817,0.288323,3999.43,3454.85,3061.66,3454.85,3848.03,3230.33
317.586,211.88,21.2102,-0.576638,0.455846,-0.675703,-139.026,16.2652,-21.0892,0.288319,4022.22,3454.85,3039.56,3454.85,3870.13,3137.26
287.335,199.506,23.4312,-0.576622,0.523784,-0.626125,-128,26.0595,-23.6847,0.288311,4020.01,3454.85,3063.81,3454.85,3845.88,3167.51
-413.319,202.019,21.6747,-0.576619,0.303245,-0.757987,-102.368,2.5,-52.3459,0.28831,3169.87,3454.85,3058.89,3454.85,3850.8,3868.17
505.132,210.184,27.0215,-0.576607,0.733789,-0.358984,-135.926,31.1999,-7.24283,0.288303,4095.17,3454.85,3042.89,3454.85,3866.81,2949.71
-470.676,250.664,33.7774,-0.576604,0.543791,-0.604958,-73.5,14.3948,-75.7508,0.288302,1802.38,3454.85,2963.55,3454.85,3946.15,3925.52
-508.085,214.995,27.653,-0.576595,0.532011,-0.618551,-88.484,17.536,-56.259,0.288298,2858.4,3454.85,3033.46,3454.85,3876.24,3962.93
233.247,201.181,22.4987,-0.576573,0.434975,-0.689505,-128.5,22.5,-25.7555,0.288287,4001.25,3454.85,3060.53,3454.85,3849.16,3221.6
-515.774,222.991,28.9363,-0.576567,0.570408,-0.580575,-85,18.2937,-58.9642,0.288283,2682.17,3454.85,3017.78,3454.85,3891.91,3970.62
478.135,208.617,26.3346,-0.576558,0.712336,-0.395017,-135.203,30.329,-9.76562,0.288279,4094.17,3454.85,3045.96,3454.85,3863.74,2976.71
503.955,209.971,27.0102,-0.576555,0.733355,-0.359997,-135.852,31.1999,-7.38525,0.288277,4096.13,3454.85,3043.3,3454.85,3866.39,2950.89
276.885,204.927,22.4141,-0.576532,0.477735,-0.661934,-131.561,22.1179,-23.5611,0.288266,4025.62,3454.85,3053.19,3454.85,3856.5,3177.96
415.804,213.759,23.1729,-0.576522,0.628245,-0.520176,-137.883,24.7845,-14.6484,0.288261,4071.81,3454.85,3035.88,3454.85,3873.81,3039.04
317.564,211.875,21.2133,-0.576522,0.456365,-0.67546,-139,16.2946,-21.0892,0.288261,4022.32,3454.85,3039.57,3454.85,3870.12,3137.28
502.777,209.758,26.999,-0.576502,0.732922,-0.36101,-135.777,31.1999,-7.52767,0.288251,4097.08,3454.85,3043.72,3454.85,3865.97,2952.07
241.978,201.756,22.4322,-0.576501,0.442386,-0.685673,-129,22.5,-25.4294,0.288251,4003.08,3454.85,3059.4,3454.85,3850.29,3212.87
438.928,207.221,25.3593,-0.576487,0.675987,-0.451593,-134.405,28.8426,-13.1836,0.288244,4087.32,3454.85,3048.69,3454.85,3861,3015.92
341.204,213.015,21.3033,-0.576486,0.489173,-0.650383,-139.5,17.5091,-19.6524,0.288243,4029.22,3454.85,3037.34,3454.85,3872.35,3113.64
494.959,209.177,26.7984,-0.576475,0.727857,-0.370715,-135.527,30.9817,-8.30078,0.288238,4097.29,3454.85,3044.86,3454.85,3864.83,2959.89
-452.36,244.725,33.6778,-0.576462,0.375791,-0.715563,-71.5,9.85501,-80.8833,0.288231,1600.07,3454.85,2975.19,3454.85,3934.51,3907.21
501.599,209.545,26.9879,-0.57645,0.732489,-0.362023,-135.703,31.1999,-7.67008,0.288225,4098.03,3454.85,3044.14,3454.85,3865.55,2953.25
-464.981,235.982,33.4567,-0.576448,0.161269,-0.795793,-71.7354,2,-82.8809,0.288224,1542.52,3454.85,2992.32,3454.85,3917.37,3919.83
-495.361,246.429,33.0857,-0.576448,0.615081,-0.532416,-75.8287,17.3722,-70.3125,0.288224,2037.73,3454.85,2971.85,3454.85,3937.85,3950.21
-483.416,249.723,33.5616,-0.576442,0.587848,-0.565902,-74.7845,16,-73.1795,0.288221,1916.56,3454.85,2965.39,3454.85,3944.3,3938.26
407.524,206.318,24.6234,-0.576436,0.646612,-0.496894,-133.804,27.6099,-15.8775,0.288218,4079.64,3454.85,3050.46,3454.85,3859.23,3047.32
250.709,202.332,22.3673,-0.576429,0.449797,-0.68184,-129.5,22.5,-25.1033,0.288215,4004.9,3454.85,3058.28,3454.85,3851.42,3204.14
500.421,209.332,26.9767,-0.576398,0.732055,-0.363036,-135.629,31.1999,-7.8125,0.288199,4098.99,3454.85,3044.56,3454.85,3865.14,2954.42
298.072,200.104,23.5165,-0.576397,0.537283,-0.615417,-128.5,26.2066,-23.0704,0.288199,4025.37,3454.85,3062.64,3454.85,3847.05,3156.77
299.867,200.043,23.555,-0.57639,0.539725,-0.612693,-128.5,26.3075,-22.9492,0.288195,4026.36,3454.85,3062.76,3454.85,3846.93,3154.98
-505.29,244.409,32.5574,-0.576388,0.614197,-0.531642,-76.8481,17.6467,-68.6151,0.288194,2130.09,3454.85,2975.8,3454.85,3933.89,3960.14
250.651,199.616,22.9215,-0.576367,0.471425,-0.665365,-127.5,24.6009,-25.2856,0.288184,4001.07,3454.85,3063.6,3454.85,3846.09,3204.19
179.633,206.679,21.4487,-0.576365,0.308258,-0.754311,-135.117,4.5,-29.8501,0.288183,3908.73,3454.85,3049.76,3454.85,3859.94,3275.21
368.844,204.286,24.1194,-0.576359,0.608267,-0.539465,-132,27.0427,-18.4452,0.288179,4059.56,3454.85,3054.44,3454.85,3855.25,3086
274.745,204.746,22.4019,-0.576353,0.475366,-0.663776,-131.419,22.1179,-23.6847,0.288177,4023.93,3454.85,3053.54,3454.85,3856.15,3180.1
-504.096,213.655,27.4215,-0.576337,0.523872,-0.625552,-89.2099,17.3166,-55.81,0.288168,2887.21,3454.85,3036.08,3454.85,3873.61,3958.94
-417.614,203.246,21.3109,-0.576329,0.304082,-0.757741,-102.134,1.5,-52.8767,0.288164,3142.1,3454.85,3056.48,3454.85,3853.21,3872.46
-455.27,248.432,33.7919,-0.57632,0.452024,-0.671585,-72,11.7901,-79.26,0.28816,1655.98,3454.85,2967.92,3454.85,3941.77,3910.12
-458.665,250.782,33.9548,-0.576319,0.507239,-0.638025,-72.5,13.1683,-77.8489,0.288159,1708.28,3454.85,2963.31,3454.85,3946.38,3913.51
-402.66,197.93,24.3479,-0.576315,0.340775,-0.739807,-101,11.2328,-49.9495,0.288158,3269.25,3454.85,3066.9,3454.85,3842.79,3857.51
221.119,200.342,22.6262,-0.576306,0.426662,-0.693947,-127.817,22.5,-26.2243,0.288153,3997.18,3454.85,3062.18,3454.85,3847.52,3233.73
-484.483,208.134,26.4106,-0.576301,0.484758,-0.657006,-92.4039,16.2194,-54.0224,0.28815,3006.94,3454.85,3046.9,3454.85,3862.79,3939.33
-459.704,238.402,33.5878,-0.576249,0.206809,-0.782831,-71.4707,4,-82.7501,0.288124,1542.86,3454.85,2987.58,3454.85,3922.11,3914.55
507.734,210.462,27.087,-0.576235,0.735363,-0.356276,-136,31.2727,-6.958,0.288118,4093.49,3454.85,3042.34,3454.85,3867.35,2947.11
292.324,199.61,23.5094,-0.576223,0.531415,-0.620798,-128.142,26.2066,-23.4375,0.288111,4023.05,3454.85,3063.61,3454.85,3846.08,3162.52
-513.618,239.533,31.7379,-0.576208,0.618567,-0.52996,-78.5,18.4754,-65.763,0.288104,2278.48,3454.85,2985.36,3454.85,3924.33,3968.46
-481.911,249.927,33.6078,-0.576207,0.582145,-0.570792,-74.5884,15.7758,-73.5379,0.288103,1900.66,3454.85,2964.99,3454.85,3944.7,3936.76
-519.857,228.887,29.9306,-0.576193,0.598075,-0.552842,-82.5,18.8155,-60.9566,0.288097,2551.89,3454.85,3006.23,3454.85,3903.47,3974.7
409.627,214.121,22.9218,-0.576189,0.617896,-0.533718,-138.14,24.2409,-15.1367,0.288094,4070.49,3454.85,3035.17,3454.85,3874.52,3045.22
456.233,220.514,21.481,-0.576185,0.59315,-0.54414,-144.269,20.5524,-12.2302,0.288093,4033.3,3454.85,3022.64,3454.85,3887.05,2998.61
506.557,210.249,27.0756,-0.576183,0.73493,-0.357289,-135.926,31.2727,-7.10042,0.288091,4094.44,3454.85,3042.76,3454.85,3866.93,2948.29
-392.92,196.263,23.7675,-0.576181,0.310996,-0.754762,-103,8.75133,-49.5897,0.28809,3307.95,3454.85,3070.17,3454.85,3839.52,3847.77
434.027,213.141,23.8264,-0.576179,0.652745,-0.486308,-137.5,26.0818,-13.1836,0.28809,4075.84,3454.85,3037.09,3454.85,3872.6,3020.82
214.845,204.867,20.9818,-0.576176,0.305995,-0.748231,-136.897,7,-27.4737,0.288088,3949.57,3454.85,3053.31,3454.85,3856.39,3240
272.606,204.565,22.3898,-0.576175,0.472998,-0.665617,-131.277,22.1179,-23.8084,0.288087,4022.24,3454.85,3053.9,3454.85,3855.79,3182.24
461.557,207.909,25.9313,-0.576164,0.697524,-0.418638,-134.804,29.749,-11.2305,0.288082,4091.26,3454.85,3047.34,3454.85,3862.35,2993.29
512.232,221.553,20.6182,-0.576163,0.607608,-0.509991,-146.796,22,-7.8125,0.288081,4019.98,3454.85,3020.6,3454.85,3889.09,2942.61
138.464,206.413,22.0789,-0.576139,0.301372,-0.755184,-133.039,3,-31.5488,0.28807,3888.38,3454.85,3050.28,3454.85,3859.42,3316.38
505.379,210.036,27.0643,-0.576131,0.734497,-0.358302,-135.852,31.2727,-7.24283,0.288065,4095.39,3454.85,3043.18,3454.85,3866.52,2949.47
-464.457,250.912,33.8783,-0.57612,0.527469,-0.62141,-73,13.8418,-76.7587,0.28806,1756.83,3454.85,2963.06,3454.85,3946.63,3919.3
422.039,213.612,23.3721,-0.576098,0.637888,-0.50829,-137.752,25.2272,-14.1602,0.288049,4072.49,3454.85,3036.17,3454.85,3873.52,3032.81
422.35,206.512,25.0028,-0.576094,0.661175,-0.475214,-134.006,28.2626,-14.6484,0.288047,4084.42,3454.85,3050.08,3454.85,3859.61,3032.5
463.816,212.092,25.002,-0.57609,0.686966,-0.433908,-137,28.1018,-10.7422,0.288045,4084.58,3454.85,3039.15,3454.85,3870.55,2991.03
504.201,209.823,27.0531,-0.576078,0.734064,-0.359315,-135.777,31.2727,-7.38525,0.288039,4096.35,3454.85,3043.59,3454.85,3866.1,2950.65
-500.107,212.316,27.193,-0.576078,0.515733,-0.632552,-89.9359,17.0972,-55.361,0.288039,2916.02,3454.85,3038.71,3454.85,3870.99,3954.95
320.582,201.228,23.7123,-0.576072,0.560767,-0.590437,-129.5,26.5679,-21.6106,0.288036,4036.21,3454.85,3060.44,3454.85,3849.25,3134.26
-512.932,219.372,28.3717,-0.57605,0.554496,-0.597305,-86.5,18.0246,-57.7238,0.288025,2762.38,3454.85,3024.88,3454.85,3884.81,3967.78
-454.427,240.822,33.79,-0.576049,0.252348,-0.76987,-71.2061,6,-82.6193,0.288024,1543.19,3454.85,2982.84,3454.85,3926.86,3909.27
290.185,199.43,23.4926,-0.576044,0.529047,-0.622639,-128,26.2066,-23.5611,0.288022,4021.36,3454.85,3063.96,3454.85,3845.73,3164.66
389.558,205.471,24.3532,-0.57604,0.62931,-0.517209,-133,27.3032,-17.1066,0.28802,4069.41,3454.85,3052.12,3454.85,3857.57,3065.29
-421.909,204.474,20.9471,-0.576038,0.304919,-0.757495,-101.901,0.5,-53.4075,0.288019,3114.33,3454.85,3054.08,3454.85,3855.62,3876.75
503.023,209.61,27.0418,-0.576026,0.73363,-0.360328,-135.703,31.2727,-7.52767,0.288013,4097.3,3454.85,3044.01,3454.85,3865.68,2951.82
493.604,211.043,26.2763,-0.576,0.721188,-0.381508,-136.5,30.1217,-8.30078,0.288,4093.32,3454.85,3041.2,3454.85,3868.49,2961.24
121.697,208.295,22.256,-0.575999,0.324102,-0.745529,-132.265,0,-33.4913,0.288,3825.72,3454.85,3046.59,3454.85,3863.1,3333.15
495.206,209.029,26.8409,-0.575999,0.728565,-0.370033,-135.453,31.0544,-8.30078,0.287999,4097.51,3454.85,3045.15,3454.85,3864.54,2959.64
270.466,204.384,22.3779,-0.575996,0.470629,-0.667458,-131.135,22.1179,-23.932,0.287998,4020.55,3454.85,3054.25,3454.85,3855.44,3184.38
-391.999,196.502,23.2874,-0.575993,0.300669,-0.76006,-103.534,7,-49.8794,0.287997,3299.19,3454.85,3069.7,3454.85,3839.99,3846.85
332.085,212.717,21.2044,-0.575975,0.474196,-0.662646,-139.5,16.8176,-20.2133,0.287988,4025.33,3454.85,3037.92,3454.85,3871.77,3122.76
501.846,209.397,27.0307,-0.575974,0.733197,-0.361342,-135.629,31.2727,-7.67008,0.287987,4098.25,3454.85,3044.43,3454.85,3865.26,2953
-480.407,250.132,33.6555,-0.575971,0.576441,-0.575682,-74.3923,15.5517,-73.8963,0.287986,1884.75,3454.85,2964.59,3454.85,3945.11,3935.25
217.722,200.078,22.6858,-0.575966,0.425761,-0.694556,-127.634,22.5,-26.3669,0.287983,3994.93,3454.85,3062.69,3454.85,3847,3237.12
165.183,206.53,21.6802,-0.575964,0.305857,-0.754947,-134.391,4,-30.4501,0.287982,3902.27,3454.85,3050.05,3454.85,3859.64,3289.66
416.574,215.593,22.5407,-0.575953,0.609336,-0.54156,-139.514,23.221,-14.7763,0.287976,4061.87,3454.85,3032.28,3454.85,3877.41,3038.27
303.789,210.954,21.187,-0.575932,0.437097,-0.686523,-138.648,15.5,-21.8719,0.287966,4019.65,3454.85,3041.38,3454.85,3868.32,3151.06
500.668,209.184,27.0195,-0.575921,0.732764,-0.362355,-135.555,31.2727,-7.8125,0.287961,4099.21,3454.85,3044.85,3454.85,3864.85,2954.18
-451.738,241.223,33.8397,-0.575917,0.276227,-0.763833,-71.1094,7,-82.5409,0.287958,1544.23,3454.85,2982.05,3454.85,3927.64,3906.58
341.585,210.947,22.3444,-0.575913,0.542676,-0.60456,-136,21.6473,-19.3993,0.287956,4052.59,3454.85,3041.39,3454.85,3868.3,3113.26
228.18,199.689,22.7448,-0.575911,0.441505,-0.686158,-127.331,23.5,-26.1448,0.287955,3992.89,3454.85,3063.46,3454.85,3846.24,3226.67
557.31,217.675,19.2156,-0.57589,0.585822,-0.528299,-150.225,21.5,-4.56664,0.287945,3965.76,3454.85,3028.2,3454.85,3881.49,2897.54
406.163,206.2,24.6077,-0.57589,0.646054,-0.498401,-133.703,27.6099,-16.0038,0.287945,4078.3,3454.85,3050.69,3454.85,3859,3048.68
430.711,217.526,22.1312,-0.575863,0.602991,-0.544568,-141.383,22.0524,-13.9276,0.287931,4050.06,3454.85,3028.5,3454.85,3881.2,3024.14
484.186,208.597,26.5404,-0.575841,0.71906,-0.385683,-135.203,30.6553,-9.27734,0.28792,4095.21,3454.85,3046,3454.85,3863.7,2970.66
-521.836,233.442,30.746,-0.575837,0.621092,-0.530293,-80.5253,19.304,-62.5,0.287919,2449.29,3454.85,2997.3,3454.85,3912.39,3976.68
-496.118,210.977,26.9675,-0.575819,0.507595,-0.639553,-90.6619,16.8777,-54.912,0.287909,2944.83,3454.85,3041.33,3454.85,3868.36,3950.96
268.326,204.203,22.3662,-0.575818,0.468261,-0.669299,-130.993,22.1179,-24.0556,0.287909,4018.86,3454.85,3054.61,3454.85,3855.08,3186.52
509.159,210.527,27.1413,-0.575811,0.736505,-0.354581,-136,31.3454,-6.81558,0.287906,4092.76,3454.85,3042.21,3454.85,3867.48,2945.69
253.5,199.54,22.9733,-0.575789,0.476688,-0.66188,-127.5,24.748,-25.162,0.287895,4002.41,3454.85,3063.75,3454.85,3845.94,3201.35
444.848,219.458,21.7224,-0.575773,0.596646,-0.547576,-143.252,20.8839,-13.0789,0.287886,4038.24,3454.85,3024.71,3454.85,3884.98,3010
444.979,207.201,25.5468,-0.57577,0.682711,-0.442259,-134.405,29.169,-12.6953,0.287885,4088.36,3454.85,3048.73,3454.85,3860.96,3009.87
415.861,213.974,23.1152,-0.575764,0.62754,-0.521832,-138.009,24.6836,-14.6484,0.287882,4071.18,3454.85,3035.46,3454.85,3874.23,3038.99
507.981,210.314,27.1299,-0.575759,0.736071,-0.355594,-135.926,31.3454,-6.958,0.287879,4093.71,3454.85,3042.63,3454.85,3867.06,2946.87
341.296,202.412,23.8936,-0.575753,0.58181,-0.568181,-130.5,26.8284,-20.272,0.287877,4046.06,3454.85,3058.12,3454.85,3851.57,3113.55
335.838,210.453,22.3347,-0.575738,0.536809,-0.609941,-135.642,21.6473,-19.7664,0.287869,4050.27,3454.85,3042.36,3454.85,3867.33,3119.01
-478.903,250.337,33.7048,-0.575736,0.570738,-0.580572,-74.1961,15.3275,-74.2546,0.287868,1868.85,3454.85,2964.19,3454.85,3945.51,3933.75
-451.49,201.062,24.985,-0.575725,0.411025,-0.702759,-96.5,14.0238,-51.7606,0.287863,3160.5,3454.85,3060.76,3454.85,3848.93,3906.34
506.803,210.1,27.1186,-0.575706,0.735638,-0.356608,-135.852,31.3454,-7.10042,0.287853,4094.66,3454.85,3043.05,3454.85,3866.64,2948.04
-396.294,197.73,22.9236,-0.575703,0.301506,-0.759814,-103.3,6,-50.4101,0.287851,3271.43,3454.85,3067.3,3454.85,3842.4,3851.14
-487.7,208.888,26.5742,-0.5757,0.491848,-0.652016,-91.9039,16.4389,-54.2441,0.28785,2990.57,3454.85,3045.43,3454.85,3864.27,3942.55
-517.015,225.268,29.3387,-0.575677,0.582163,-0.569572,-84,18.5463,-59.7163,0.287838,2632.1,3454.85,3013.32,3454.85,3896.37,3971.86
340.56,211.526,22.0181,-0.575664,0.52627,-0.618944,-137,20.3978,-19.524,0.287832,4045.55,3454.85,3040.26,3454.85,3869.44,3114.29
505.626,209.887,27.1072,-0.575654,0.735205,-0.357621,-135.777,31.3454,-7.24283,0.287827,4095.62,3454.85,3043.47,3454.85,3866.23,2949.22
-18.6011,309.253,112.11,-0.575653,0.319153,-0.751987,-39.4113,0,-100.28,0.287826,816.395,3454.85,2848.71,3454.85,4060.98,3473.45
266.187,204.022,22.3548,-0.575639,0.465892,-0.671141,-130.851,22.1179,-24.1792,0.28782,4017.17,3454.85,3054.96,3454.85,3854.73,3188.66
214.325,199.815,22.7454,-0.575627,0.42486,-0.695165,-127.451,22.5,-26.5094,0.287813,3992.68,3454.85,3063.21,3454.85,3846.48,3240.52
-503.989,244.657,32.6428,-0.575626,0.61513,-0.531528,-76.6961,17.6467,-68.8037,0.287813,2119.29,3454.85,2975.32,3454.85,3934.37,3958.84
504.448,209.674,27.096,-0.575602,0.734772,-0.358634,-135.703,31.3454,-7.38525,0.287801,4096.57,3454.85,3043.88,3454.85,3865.81,2950.4
-394.633,196.657,23.9298,-0.575598,0.319458,-0.751023,-102.5,9.45328,-49.6434,0.287799,3299.68,3454.85,3069.4,3454.85,3840.29,3849.48
-487.673,248.514,33.404,-0.57558,0.599,-0.55312,-75.1326,16.5489,-72.1044,0.28779,1961.39,3454.85,2967.76,3454.85,3941.93,3942.52
330.09,209.96,22.3264,-0.575564,0.530941,-0.615322,-135.284,21.6473,-20.1335,0.287782,4047.95,3454.85,3043.33,3454.85,3866.37,3124.76
150.734,206.382,21.9117,-0.575563,0.303456,-0.755584,-133.665,3.5,-31.05,0.287781,3895.81,3454.85,3050.34,3454.85,3859.35,3304.11
-521.241,234.173,30.875,-0.575552,0.622481,-0.529228,-80.2626,19.304,-62.7997,0.287776,2432.68,3454.85,2995.87,3454.85,3913.82,3976.09
503.27,209.461,27.0847,-0.575549,0.734338,-0.359647,-135.629,31.3454,-7.52767,0.287775,4097.52,3454.85,3044.3,3454.85,3865.39,2951.58
-510.09,215.753,27.8246,-0.575534,0.538585,-0.614034,-88,17.7554,-56.4835,0.287767,2842.58,3454.85,3031.97,3454.85,3877.72,3964.94
495.453,208.881,26.8835,-0.575522,0.729273,-0.369352,-135.379,31.1272,-8.30078,0.287761,4097.73,3454.85,3045.44,3454.85,3864.25,2959.39
-477.399,250.542,33.7556,-0.575501,0.565035,-0.585462,-74,15.1033,-74.613,0.28775,1852.94,3454.85,2963.78,3454.85,3945.91,3932.24
502.092,209.248,27.0735,-0.575497,0.733905,-0.36066,-135.555,31.3454,-7.67008,0.287749,4098.48,3454.85,3044.72,3454.85,3864.97,2952.75
-428.925,199.658,24.707,-0.575492,0.380602,-0.719259,-98.5,12.8783,-50.9159,0.287746,3210.19,3454.85,3063.52,3454.85,3846.17,3883.77
132.543,206.613,22.1406,-0.575482,0.304702,-0.754007,-132.739,2.5,-31.9437,0.287741,3877.88,3454.85,3049.88,3454.85,3859.81,3322.3
293.034,199.353,23.5548,-0.575466,0.53431,-0.619154,-128,26.3537,-23.4375,0.287733,4022.7,3454.85,3064.11,3454.85,3845.58,3161.81
440.078,213.121,24.0009,-0.575462,0.659469,-0.476974,-137.5,26.4081,-12.6953,0.287731,4076.88,3454.85,3037.13,3454.85,3872.56,3014.77
