case_id,source_excel_row,alloy,composition,power_w,velocity_m_s,beam_diameter_m,absorptivity,liquidus_temperature_k,thermal_conductivity_w_mk,density_kg_m3,specific_heat_j_kgk,melt_length,melt_width,melt_depth,melt_length_um,melt_width_um,melt_depth_um,peak_temperature,min_temperature,temperature_field,case_directory,temperature_csv,vti_file,heatmap_file,metadata_csv
0_350W_1ms,26,0,Hf2Mo2Ta48W48 (at%),350.0,1.0,8e-05,0.5902430852646028,3454.846466711204,36.27217,18038.93493,264.1654169316529,0.000296,0.000148,4.0000000000000024e-05,296.0,148.0,40.00000000000002,12939.292727505635,298.00521285945234,"TemperatureField(liquidus_temperature_k=3454.846466711204, melt_width_m=0.000148, melt_depth_m=4.0000000000000024e-05)",beamer/figures/data/BU_ET/0_350W_1ms,,beamer/figures/data/BU_ET/0_350W_1ms/ET_temperature.vti,beamer/figures/data/BU_ET/0_350W_1ms/ET_heatmap.png,beamer/figures/data/BU_ET/0_350W_1ms/metadata.csv
