x,y,z,temp,G,R
98.0,0.8181501,-48.0,3454.8464,63392938.05355734,0.03589566224289672
99.0,0.0,-47.93055,3454.8464,62835581.769429974,0.03831228378560322
100.0,0.0,-47.851513,3454.8464,62277946.68694073,0.040749999338285846
101.0,0.0,-47.76748,3454.8464,61721872.72177036,0.04319879959525114
102.0,0.0,-47.678417,3454.8464,61167378.07295914,0.04565892988577902
103.0,0.0,-47.58429,3454.8464,60614482.20102645,0.04813063257427971
104.0,0.0,-47.485058,3454.8464,60063205.777647614,0.05061414668795837
105.0,0.0,-47.380688,3454.8464,59513570.63284314,0.053109707559249694
106.0,0.0,-47.27114,3454.8464,58965599.699828684,0.055617546484481126
107.0,0.0,-47.156384,3454.8464,58419316.957701445,0.05813789040013505
108.0,0.0,-47.036377,3454.8464,57874747.37214035,0.06067096157779309
97.985275,1.0,-48.0,3454.8464,63400805.61898792,0.03586229004481654
98.0,1.0,-47.99897,3454.8464,63392532.8907452,0.035897942341296056
99.0,1.0,-47.924862,3454.8464,62833354.643198825,0.03832495139978746
100.0,1.0,-47.845787,3454.8464,62275721.322103955,0.040762795981677445
101.0,1.0,-47.761723,3454.8464,61719649.81864078,0.043211723826248834
102.0,1.0,-47.672623,3454.8464,61165158.332500815,0.045671980091223294
103.0,1.0,-47.578457,3454.8464,60612266.32423071,0.04814380696731187
104.0,1.0,-47.479187,3454.8464,60060994.46491817,0.050627443306063946
105.0,1.0,-47.374783,3454.8464,59511364.58338246,0.05312312426257414
106.0,1.0,-47.265198,3454.8464,58963399.61102917,0.05563108095443378
107.0,1.0,-47.150402,3454.8464,58417123.5245475,0.058151540138148744
108.0,1.0,-47.030357,3454.8464,57872561.286610484,0.060684723904440435
97.74207,2.0,-48.0,3454.8464,63533757.577144444,0.035309511479257816
98.0,2.0,-47.982,3454.8464,63388909.477793336,0.035933820959904314
99.0,2.0,-47.907784,3454.8464,62829736.05706975,0.038361085639519836
