velocity_m_s,power_w,beam_diameter_m,absorptivity,liquidus_temperature_k,thermal_conductivity_w_mk,density_kg_m3,specific_heat_j_kgk,melt_length,melt_width,melt_depth,melt_length_um,melt_width_um,melt_depth_um,peak_temperature,min_temperature,temperature_field
0.5,250.0,8e-05,0.5902430852646028,3454.846466711204,36.27217,18038.93493,264.1654169316529,0.00024199999999999997,0.000156,4.8e-05,241.99999999999997,156.0,48.0,11930.268451457523,298.3905081886564,"TemperatureField(liquidus_temperature_k=3454.846466711204, melt_width_m=0.000156, melt_depth_m=4.8e-05)"
